5.9944634,5.971811,6.026769,6.143776,6.285611,6.393339,6.420873,6.382451,6.3371973,6.333297,6.429847,6.5887456,6.7570333,6.9128966,7.0050554,7.05699,7.1074486,7.1737204,7.236356,7.2916245,7.295132,7.264098,7.148977,6.9072785,6.5724463,6.2111864,5.9451566,5.8924084,6.0233426,6.258825,6.54466,6.749368,6.89597,6.9479055,6.8602014,6.6282225,6.3846993,6.121089,5.8760037,5.6745925,5.5229053,5.414819,5.3339796,5.311985,5.3385186,5.4137745,5.4812956,5.5142136,5.5372868,5.600474,5.7109785,5.8312078,5.934583,6.022943,6.154703,6.3416657,6.547201,6.5859694,6.580247,6.6888475,7.2097406,7.829305,8.139605,8.226285,8.222732
5.975089,5.9889774,6.0565124,6.1608415,6.256152,6.3247004,6.337659,6.3211474,6.321817,6.368677,6.4618306,6.592441,6.753831,6.908758,7.0252614,7.082863,7.1054792,7.0992184,7.113018,7.115522,7.087954,6.9987535,6.8305883,6.5675364,6.2515473,5.9386206,5.732602,5.6905622,5.8592467,6.133394,6.442469,6.656269,6.7535043,6.68589,6.4716253,6.1952453,5.921281,5.6579614,5.456201,5.3185883,5.218213,5.1784635,5.155616,5.1600175,5.180115,5.231085,5.274087,5.31353,5.343547,5.4271564,5.5731797,5.74109,5.9067445,6.0426903,6.245312,6.496449,6.752628,6.856664,6.8535995,7.074362,7.8068094,8.380366,8.532377,8.559735,8.454841
5.9724464,6.021719,6.101195,6.1808705,6.2354436,6.27949,6.303288,6.3338556,6.38936,6.4592543,6.5233307,6.608872,6.735128,6.8972025,7.045156,7.1106877,7.0964565,7.0296884,6.949406,6.8951206,6.8331885,6.7072535,6.5035295,6.235135,5.962591,5.735209,5.5823417,5.5526786,5.718332,6.0077457,6.2943935,6.4817777,6.501989,6.327791,6.0249796,5.709868,5.441275,5.1883054,5.008394,4.912137,4.8628135,4.8798246,4.9138207,4.93617,4.948416,4.947268,4.9801393,5.0394735,5.1257124,5.2623467,5.4611406,5.6889577,5.9024425,6.066613,6.3187766,6.6046424,6.9287715,7.1566143,7.333805,7.639631,8.455471,8.834309,8.841983,8.73113,8.512582
6.0057983,6.071447,6.1405306,6.193148,6.220773,6.2557297,6.3148932,6.402765,6.5054574,6.5704207,6.5969806,6.6343074,6.7296386,6.8892803,7.0417747,7.0924454,7.0289307,6.876985,6.733015,6.6352043,6.5686603,6.4323096,6.218728,5.9785914,5.7572246,5.5823,5.486657,5.4817705,5.61412,5.8577223,6.1078186,6.2275167,6.1420717,5.894206,5.555298,5.2108316,4.9275684,4.7105126,4.566067,4.486119,4.4647326,4.5135593,4.613441,4.6616364,4.6432667,4.588704,4.603641,4.6911464,4.859425,5.0806804,5.3527937,5.6206846,5.862166,6.0500383,6.269495,6.564675,6.866521,7.2268286,7.621354,8.2065115,8.865976,9.093956,8.966029,8.718294,8.424906
6.0820594,6.138282,6.168145,6.177575,6.1901307,6.2352834,6.336006,6.470632,6.5829825,6.6305194,6.6411467,6.649499,6.7211714,6.8615923,6.997456,7.0060606,6.8876376,6.681146,6.5076003,6.4021726,6.3323183,6.1934314,5.9896865,5.7670126,5.588505,5.4688344,5.4161763,5.4464145,5.5580482,5.723633,5.8699226,5.9017015,5.7368526,5.4815106,5.1369257,4.781147,4.480136,4.2903295,4.1739097,4.1006165,4.083982,4.147527,4.284911,4.339642,4.2736273,4.154746,4.158272,4.2814326,4.547404,4.849957,5.1932974,5.4914503,5.760445,5.9593043,6.12996,6.4004745,6.6398497,7.04702,7.691086,8.408365,8.902602,9.038622,8.924923,8.634259,8.2989
6.1724854,6.1844263,6.1633043,6.131107,6.118535,6.1891313,6.3173947,6.4784255,6.5886297,6.642511,6.642913,6.637657,6.694791,6.8050756,6.884946,6.8621345,6.721987,6.529314,6.354702,6.242937,6.144228,5.9782143,5.7643476,5.5583506,5.415021,5.3461514,5.347355,5.4190807,5.5159035,5.602101,5.6195993,5.5689216,5.403064,5.180622,4.847041,4.5007877,4.1866164,4.011027,3.8928406,3.8049026,3.777584,3.8416252,3.9813879,4.0166125,3.893224,3.7261674,3.6769547,3.83469,4.1594005,4.5548167,4.944739,5.260297,5.5565534,5.792167,6.021686,6.2150555,6.417362,6.8847055,7.7457337,8.467081,8.841488,8.9204445,8.791422,8.527188,8.223828
6.249193,6.2103405,6.1206965,6.061562,6.047685,6.1327047,6.272905,6.429015,6.5339074,6.587851,6.5933514,6.5935225,6.6321063,6.7028146,6.73891,6.700182,6.591667,6.4481683,6.295736,6.1658125,6.008112,5.7677164,5.5359435,5.3556256,5.245115,5.2211843,5.2723527,5.364973,5.4516797,5.454632,5.370105,5.278617,5.189341,5.028424,4.7329717,4.3842754,4.077399,3.8871994,3.729138,3.610474,3.55528,3.6032963,3.7192755,3.7259328,3.5510623,3.32738,3.2392805,3.3966167,3.744379,4.178253,4.5838046,4.921036,5.2898703,5.6370697,5.956369,6.2359524,6.494006,6.9951987,7.804576,8.501992,8.82015,8.793191,8.638007,8.399581,8.1233225
6.28994,6.194544,6.085359,6.0037026,5.991611,6.082572,6.22571,6.367385,6.46925,6.522371,6.535434,6.5383677,6.5596414,6.5965405,6.604872,6.5728526,6.5049167,6.4154453,6.2860126,6.1125274,5.8740993,5.611479,5.384417,5.219206,5.12416,5.1299615,5.212059,5.316623,5.3621464,5.3032203,5.192448,5.1309385,5.1011972,4.9841547,4.763711,4.4185314,4.10799,3.8829732,3.6813388,3.5197384,3.4480073,3.4742877,3.5367754,3.5179307,3.2736614,3.0077045,2.8984911,3.0601294,3.4149075,3.8332458,4.248663,4.6862397,5.1113133,5.5821967,6.038498,6.384349,6.678394,7.166704,7.9394546,8.545956,8.755751,8.645335,8.43944,8.2283945,7.9416933
6.3052807,6.2026477,6.069096,5.9897723,5.995334,6.0902615,6.2230716,6.3575773,6.4565673,6.512528,6.529911,6.530808,6.529828,6.533181,6.5230374,6.491921,6.438365,6.363402,6.2213283,5.996246,5.7171493,5.4860477,5.3031263,5.1688867,5.097334,5.1057177,5.1748624,5.255779,5.278043,5.196087,5.099613,5.101002,5.1107626,5.0293875,4.8458595,4.5443726,4.2342815,3.9781919,3.742689,3.5557785,3.4833567,3.4827802,3.4790525,3.3911273,3.0956697,2.819925,2.7373717,2.8956318,3.2303567,3.6755795,4.1423893,4.6600432,5.2143645,5.751708,6.199802,6.5220475,6.847312,7.1979494,8.009204,8.542759,8.665344,8.483261,8.245451,8.022597,7.7638183
6.389173,6.289685,6.137819,6.064064,6.0802574,6.168703,6.291931,6.4105477,6.5076756,6.55517,6.557034,6.554138,6.5431733,6.519881,6.478539,6.4179435,6.339809,6.229699,6.055747,5.8035274,5.537,5.3830056,5.2721972,5.1992927,5.158402,5.1568627,5.1808667,5.212136,5.200183,5.1425376,5.0921946,5.117661,5.131467,5.067336,4.9305506,4.7085986,4.443296,4.161278,3.9159186,3.744382,3.6742532,3.629563,3.5143003,3.3208094,3.040834,2.8181388,2.7719657,2.930785,3.2952328,3.7937906,4.3929887,5.015789,5.6155114,6.1594305,6.465044,6.6586576,6.74162,7.140864,7.92406,8.456684,8.604717,8.459971,8.261938,8.018313,7.7884526
