NaN,NaN,NaN,NaN,0.23720165,0.25412202,0.29616722,0.29472136,0.21971919,0.31565493,0.23524095,0.24620682,0.2518575,0.23306105,0.25237107,0.22362421,0.21414535,0.2128651,0.20835832,0.20990527,0.19479993,0.3003933,0.24191944,0.31833738,0.4798465,0.34104785,0.3473341,0.43774047,NaN,NaN,NaN,NaN,NaN,0.21239613,NaN,NaN,0.25210112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2996236,1.2432635,NaN,NaN,2.5473535,NaN,3.8254027,NaN,NaN,NaN,NaN,NaN,4.585955,4.5858235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.18862122,0.22111641,0.21766625,0.24833073,0.23504944,0.24201235,0.2767986,0.19558637,0.22553311,0.237158,0.23291185,0.2174226,0.2148987,0.24165851,NaN,0.21227051,0.22510351,0.18523222,NaN,0.31867066,0.2612663,0.27503648,0.32423386,0.9917079,0.24244383,0.314552,NaN,NaN,NaN,NaN,NaN,NaN,0.3895392,0.60190445,NaN,NaN,NaN,NaN,0.46697253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.073053,1.1325783,1.1951649,1.5433024,1.6714643,1.3983495,1.1284789,NaN,NaN,3.289738,2.7369227,2.575229,NaN,3.5577965,NaN,11.130508,3.7943738,NaN,NaN,NaN,NaN,NaN,NaN,8.500842,9.864941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.23911615,0.21233502,0.23786786,0.19995736,0.20373006,0.20989215,0.26783374,0.23790708,0.23479861,NaN,0.22629796,0.19495416,0.2752731,0.2162543,0.22055212,0.29718316,0.1852322,0.20741476,0.26753715,0.2199887,NaN,0.35534987,0.24721293,0.21470073,0.25210115,NaN,0.2449522,0.2431234,NaN,NaN,NaN,0.19168568,NaN,NaN,0.28538424,0.21029776,0.313374,0.23699482,0.25305516,0.2710634,0.9706253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2966809,1.2162625,1.425191,1.4298257,1.3419676,1.4315956,2.0062745,NaN,NaN,NaN,3.3694503,3.2414386,2.3132155,2.6093686,3.4885979,1.0932139,2.710941,7.5940323,1.9118296,0.4300611,NaN,NaN,NaN,NaN,5.836355,4.265022,7.6556983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2216368,0.24971539,0.24479237,0.20359819,0.34938726,0.2221148,0.23817392,0.22161329,0.22067063,NaN,NaN,0.25058213,NaN,0.23067054,0.22727738,0.23475368,0.22956568,0.21210802,0.19754829,0.20983198,NaN,NaN,0.26813984,0.25926355,0.23788048,0.25827417,0.21747342,0.18739894,NaN,NaN,NaN,0.18907775,NaN,NaN,0.36287928,0.34875438,0.35392103,NaN,NaN,0.2202709,NaN,NaN,NaN,NaN,0.20280871,NaN,NaN,NaN,NaN,1.430579,1.6236467,1.8012115,1.8748472,1.3993673,1.1426619,1.3131942,1.0960425,1.0799228,1.8448808,1.9108396,NaN,NaN,1.9433154,1.5536551,1.7829341,1.8629876,NaN,13.968326,26.379091,57.813564,0.84735334,0.33847573,NaN,NaN,NaN,NaN,NaN,5.7004023,6.5197587,9.266786,7.1007752,8.903237,11.784294,NaN,NaN,NaN,NaN,11.630993,10.635837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.23875515,0.24926952,0.23670532,0.25123602,0.2354367,0.23293531,0.23321234,0.22755839,0.23926942,0.20486183,0.20840767,NaN,0.20605622,NaN,0.20189153,0.21506353,0.21429068,0.20998026,0.209692,0.26954776,NaN,NaN,0.3202667,0.25242782,0.33572543,0.29784912,0.27174085,0.18735886,NaN,NaN,NaN,NaN,0.24757157,0.35480788,0.39329872,0.38356194,0.36827862,0.25869372,0.3154874,0.2789514,0.23643643,NaN,0.1977042,0.21604711,0.2112727,0.22052461,NaN,NaN,1.0393317,1.3308976,1.7987803,1.6734859,1.5709974,1.5477405,1.4691797,1.8523222,NaN,NaN,1.8037152,1.4077817,1.385303,1.0073547,1.8592961,1.786358,1.786358,1.8726848,2.075518,2.6385734,14.133915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2346835,5.4660397,5.477062,6.5557957,9.372674,9.471121,11.514427,7.618856,10.18296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.21823774,0.20691974,0.22101621,0.24355479,0.247153,0.22268017,0.22909534,0.21390352,0.20965117,0.19230452,0.21135955,0.27702546,0.18531287,0.17542621,0.21414535,0.17272107,0.19122486,0.21440434,0.20434214,0.23624928,NaN,0.22692806,0.25684288,NaN,NaN,NaN,0.054974016,0.15766136,NaN,NaN,NaN,0.22234789,0.21806334,0.288531,0.39333624,0.38679582,0.3752217,0.27890483,0.31062648,0.24153684,0.23941569,0.19207221,0.2366928,0.2548778,0.26793626,0.26337886,0.38169673,0.4222864,0.63093126,1.2464591,1.4113714,1.3703544,1.3460582,1.401225,1.4620446,2.9057255,0.74368846,1.0302628,1.530747,1.6061063,1.3434595,1.4480377,1.4132801,1.8268908,1.510937,1.9583278,1.7318097,1.720707,NaN,NaN,NaN,NaN,NaN,4.0024962,4.1703134,4.8783894,5.660386,6.684978,5.83079,3.8669324,3.8969617,4.30924,5.274359,6.2680197,6.6611934,8.211195,8.168336,9.368548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2100936,0.26382044,0.25671357,0.26825672,0.27555606,0.2483108,0.24556816,0.2555526,0.23092043,0.2081063,NaN,NaN,NaN,NaN,NaN,0.19558637,0.20242345,0.21395563,0.20032269,0.21808869,0.24324626,0.27980173,0.3410424,0.23875515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.39846823,0.4192706,0.42086056,0.4137806,0.3716138,0.2709698,0.2997888,0.22729005,NaN,NaN,0.9476335,0.2651356,0.24277103,0.26458925,0.30177623,0.25748008,0.25529018,0.5442681,0.9032025,1.357309,1.6057625,1.724618,1.5581586,2.8107285,3.3001797,0.94406086,1.0720888,1.4683986,1.9986529,1.220223,1.3903955,1.9943218,1.6700279,1.2817004,1.616819,1.658075,1.9374733,1.8967278,1.114921,NaN,NaN,3.4826293,3.6517386,4.043597,5.669838,9.191487,7.6829634,6.165509,6.1094446,4.2429123,5.258829,5.8530746,6.1311445,8.19585,11.730579,11.687363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.22804427,0.2177157,NaN,0.25621516,0.25756308,0.2593124,0.24505092,0.22233838,0.23707765,0.21735066,NaN,NaN,NaN,0.35577965,NaN,NaN,0.21653123,0.19161811,0.22288212,0.29858336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28679517,0.42141342,0.328857,0.3259872,0.38065913,0.37887597,0.34412336,0.36044627,0.32553867,0.26266435,0.2956505,0.2544668,0.2801232,0.24817266,0.28684372,0.28600785,0.24331939,0.25956905,NaN,NaN,1.1012739,1.4302187,1.6403595,0.9547874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4151409,2.3945522,2.7057238,1.6605009,1.6867765,1.9340789,2.143663,1.5469501,3.2889733,2.967843,NaN,3.5084252,3.8266358,4.090657,4.910607,5.7200365,7.097665,6.362757,11.992649,8.993369,6.6994705,5.9689713,7.628968,15.174079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25570193,0.24436557,0.23675948,0.23250264,0.24493882,0.24839383,0.2578538,0.23830451,0.23113975,0.20924893,0.20357247,NaN,0.21806334,NaN,NaN,0.27049565,0.19072272,0.23325396,0.26331308,0.6710759,NaN,NaN,NaN,NaN,NaN,NaN,0.32366103,0.29781887,0.32480562,0.26458922,NaN,NaN,0.37085474,0.34239578,0.72273225,1.1860805,0.41823256,0.3810772,0.30198914,0.37022772,0.36001903,0.3348339,0.3010476,0.30518588,0.29776645,0.26070952,0.25428343,0.256817,0.2545165,0.25086626,0.6241307,0.6198348,NaN,NaN,1.3165052,NaN,NaN,NaN,NaN,NaN,3.2452533,1.717545,1.328413,2.2592747,2.474918,2.166039,2.1934378,2.3264222,1.8439534,1.2454551,1.1003923,2.268,NaN,3.4310975,2.815766,3.4139986,3.4250205,3.6080315,3.8532462,4.8542733,4.991519,5.50281,7.799754,6.927679,7.2728524,NaN,9.173078,9.95979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25897828,0.25718978,0.25304133,0.24952096,0.26573133,0.19988832,0.22482443,0.21389899,0.25266403,0.22611569,0.20787165,0.2713912,NaN,NaN,NaN,0.21170433,0.40392357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23825066,0.321848,0.31495973,0.24795091,0.2543435,0.2614104,0.30747798,NaN,NaN,16.9179,NaN,0.37439218,0.3792611,0.40902767,0.38713524,0.37956187,0.3958041,0.37127337,0.3430821,0.31191283,0.25529018,0.2548791,0.26344043,0.3011495,0.29644597,0.33678952,0.4760737,0.8713065,1.2122569,1.6217121,1.758186,1.4450996,1.5221227,1.5342132,2.13553,NaN,NaN,1.5037143,2.1600842,2.092666,1.9219608,1.9833201,2.0298855,1.9511787,1.3547705,0.9394602,NaN,NaN,2.6054816,2.5271692,2.8042872,3.1407185,3.727422,4.787458,5.342801,5.635969,4.967358,4.9606695,5.403416,5.58646,5.5227733,6.2793055,8.058252,9.282801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
